smiles,zinc_id,mw,xlogp,source_file,max_similarity_to_positive,matched_positive_smiles
Nc1nnn[nH]1,8100872,85.07,-1.218,AAAA.txt,0.2916666666666667,C1=NNC(=N1)N
O=C(O)[C@@H]1O[C@H](O)[C@@H](O)[C@@H]1O,14584282,164.113,-2.49,AAAA.txt,0.2903225806451613,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)O)C
N[C@@H](CN(O)N=O)C(=O)O,4214744,149.106,-1.229,AAAA.txt,0.2894736842105263,C1=NN(C=N1)CC(C(=O)O)N
O=C(O)CN[C@H]1C=CS(=O)(=O)C1,4298576,191.208,-1.029,AAAA.txt,0.275,C(C(=O)O)NCP(=O)(O)[O-].C(C(=O)O)NCP(=O)([O-])[O-].[Na+].[Na+].[Na+]
CNC(=O)CN1CCN(C)CC1,41363635,171.244,-1.02,AAAA.txt,0.2702702702702703,CNC(=O)CSP(=O)(OC)OC
COC(=O)C(N)(CO)CO,238368759,149.146,-2.159,AAAA.txt,0.25806451612903225,CCCCCCCCCC(=O)OC
N[C@@H]1CCN(S(N)(=O)=O)C1,156617146,165.218,-1.777,AAAA.txt,0.20833333333333334,[NH4+].NS(=O)(=O)[O-]
CCOC(=O)[C@@H]1CNC[C@@H](O)[C@H]1O,1775956201,189.211,-1.509,AAAA.txt,0.21212121212121213,CCC(=O)[O-].CCC(=O)[O-].[Ca+2]
COC(=O)[C@](C)(O)[C@@](C)(O)C(=O)O,1775956576,192.167,-1.254,AAAA.txt,0.2608695652173913,C(=O)(C(F)(F)F)O
CO[C@@H](CN)CC(N)=O,215266136,132.163,-1.165,AAAA.txt,0.2916666666666667,C(C(=O)N)F
OC[C@H]1CN[C@@H](CO)C1,221662345,131.175,-1.051,AAAA.txt,0.15625,C1C2C(CC(C1O)O)C(=O)NC2=O
N=C(NN)NCCC[C@H](N)C(=O)O,1544855,189.219,-1.834,AAAA.txt,0.27906976744186046,C1=NN(C=N1)CC(C(=O)O)N
NC(=O)CN1CCC[C@@H](C(N)=O)C1,48582877,185.227,-1.331,AAAA.txt,0.22580645161290322,C(C(=O)N)F
O=C1NCCNC12CCNCC2,51925121,169.228,-1.172,AAAA.txt,0.25,C1CNC(=O)NC1
NC[C@@H](N)CO,22590238,90.126,-1.735,AAAA.txt,0.22727272727272727,CC(CO)OC
CCS(=O)(=O)NN,19278131,124.165,-1.201,AAAA.txt,0.25,CN(C)S(=O)(=O)N
C1CO[C@H]2CNC[C@H]2N1,34453754,128.175,-1.053,AAAA.txt,0.15384615384615385,CC1CO1
Cn1nc(O)n(C)c1=O,6072289,129.119,-1.176,AAAA.txt,0.2647058823529412,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
CC(=O)N1CCNC[C@H]1C(=O)O,79438261,172.184,-1.109,AAAA.txt,0.20588235294117646,CC(=O)O.C1=NNN=C1
NCC[C@H](O)CO,34273813,105.137,-1.312,AAAA.txt,0.27586206896551724,CCCN(CC)CC(CO)O
O=S1(=O)CCN2CCNC[C@@H]2C1,71478988,190.268,-1.311,AAAA.txt,0.1282051282051282,CC1CNC(=S)N1
CN1CCO[C@H](CO)C1=O,96024974,145.158,-1.164,AAAA.txt,0.2647058823529412,CN1CCCC1=O
C[C@@H]1[C@@H](C(=O)O)[C@@H](O)C(=O)N1C,669371565,173.168,-1.091,AAAA.txt,0.23076923076923078,CCC(=O)C1C(=O)CC(CC1=O)C(=O)O
N=C1NCCN1CC(=O)O,1483569,143.146,-1.089,AAAA.txt,0.23684210526315788,C1CN(C(=S)N1)C(=S)N
N[C@@H](C(=O)O)c1nnn[nH]1,3995585,143.106,-1.716,AAAA.txt,0.23684210526315788,C1=NN(C=N1)C(C(=O)O)N
CN(C)c1c(N)c(=O)c1=O,34515231,140.142,-1.069,AAAA.txt,0.2222222222222222,CC1=CC(=CC(=C1N(C)C)C)OC(=O)NC
O=CNC(CO)CO,81914426,119.12,-1.914,AAAA.txt,0.26666666666666666,C1CN(CCN1C(C(Cl)(Cl)Cl)NC=O)C(C(Cl)(Cl)Cl)NC=O
O=C1N=C2NN=C[C@@H]2C(=O)N1,13542567,152.113,-1.16,AAAA.txt,0.23529411764705882,C1C=CCC2C1C(=O)NC2=O
C[C@]1(O)C(=O)O[C@H](CO)[C@H]1O,8613033,162.141,-1.984,AAAA.txt,0.23684210526315788,C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O
C[S@@](=O)CC[C@@H](N)C(N)=O,150146225,164.23,-1.432,AAAA.txt,0.2702702702702703,CP(=O)(CCC(C(=O)[O-])N)[O-].[NH4+].[NH4+]
COC(=O)[C@@H]1NCC[C@@H](O)[C@H]1O,1857778135,175.184,-1.757,AAAA.txt,0.20930232558139536,CC1CC(CCC1C(=O)OC(C)(C)C)Cl
CS(=O)(=O)[C@@H]1CNC(=O)C1,238378302,163.198,-1.081,AAAA.txt,0.21875,C1C=CCC2C1C(=O)NC2=O
NC(=O)CC1(N)CCNCC1,84329234,157.217,-1.057,AAAA.txt,0.2692307692307692,C(C(=O)N)F
NC(=O)c1ncn(C[C@@H](O)CO)n1,36559180,186.171,-2.27,AAAA.txt,0.26666666666666666,C1=NN(C=N1)CC(C(=O)O)O
N[S@](=O)C1CS(=O)(=O)C1,675072173,169.227,-1.594,AAAA.txt,0.16666666666666666,C1C2C(COS(=O)(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
NC1CCN([C@@H]2CC(=O)NC2=O)CC1,45626680,197.238,-1.175,AAAA.txt,0.2222222222222222,C1C=CCC2C1C(=O)NC2=O
NCCc1nnc2n1CCNC2=O,585139558,181.199,-1.477,AAAA.txt,0.20454545454545456,C1CN(C(=S)N1)C(=S)N
O=S1(=O)C[C@@H]2NCCN[C@H]2C1,32496998,176.241,-1.655,AAAA.txt,0.17647058823529413,C1C2C(COS(=O)(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
N[C@@H]1CCS(=O)(=O)[C@@H](C(=O)O)C1,257888542,193.224,-1.025,AAAA.txt,0.2571428571428571,C1C=CCC(C1C(=O)N)C(=O)O
N[C@H]1COC[C@@H]1CO,107302362,117.148,-1.048,AAAA.txt,0.2,C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O
CNS(=O)(=O)CCN,12416971,138.192,-1.506,AAAA.txt,0.21875,CC1=CC=C(C=C1)NS(=O)(=O)NC
N[C@@H]1CNCCOC1,204795899,116.164,-1.067,AAAA.txt,0.16,CC1CO1
NCc1nc(CO)n[nH]1,521398993,128.135,-1.244,AAAA.txt,0.19047619047619047,C1=CC(=NC(=C1Cl)C(=O)O)Cl.C(CO)N
CN1C(=O)C[C@H](CN)C1=O,20216438,142.158,-1.05,AAAA.txt,0.25,CN1CCCC1=O
O=C(O)CN[C@@H]1CCS(=O)(=O)C1,3865775,193.224,-1.152,AAAA.txt,0.21428571428571427,C(C(=O)O)NCP(=O)(O)[O-].C(C(=O)O)NCP(=O)([O-])[O-].[Na+].[Na+].[Na+]
O=C(O)C[C@@H](C(=O)O)S(=O)(=O)O,1850486,198.152,-1.198,AAAA.txt,0.2608695652173913,C(C(=O)O)(Cl)Cl
N[C@H]1CCn2nnnc2C1,18558690,139.162,-1.053,AAAA.txt,0.15384615384615385,C1CC1NC2=NC(=NC(=N2)N)N
COC(=O)[C@@H]1CS(=O)(=O)N1,238342643,165.17,-1.539,AAAA.txt,0.2,CC1CC(CCC1C(=O)OC(C)(C)C)Cl
OC[C@H]1OC=C[C@@H](O)[C@@H]1O,4284522,146.142,-1.387,AAAA.txt,0.2631578947368421,C(C1[C@H]([C@H](C([C@H](O1)O[C@H]2[C@H](C([C@H](OC2CO)O)O)O)O)O)O)O
COC[C@@H]1NC[C@@H](O)[C@H]1O,210061732,147.174,-1.674,AAAA.txt,0.20689655172413793,COCCO
CC(=O)N[C@@H](CO)C(=O)O,158173,147.13,-1.432,AAAA.txt,0.2916666666666667,C[C@@H](C(=O)O)O
O=C1CS(=O)(=O)CCN1,5494891,149.171,-1.469,AAAA.txt,0.28,C1CNC(=O)NC1
O=C1N[C@H]2NC(=O)N([N+](=O)[O-])[C@H]2N1,12343389,187.115,-1.832,AAAA.txt,0.18518518518518517,[N+](=O)([O-])[O-].[Ag+]
O=C(O)[C@@H]1O[C@H](O)[C@H](O)[C@@H]1O,257357888,164.113,-2.49,AAAA.txt,0.2903225806451613,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)O)C
NS(=O)(=O)N1CCNC(=O)C1,36924413,179.201,-2.378,AAAA.txt,0.25,C1CN(C(=S)N1)C(=S)N
O=C(O)CN1CCNC(=O)C1,4235044,158.157,-1.497,AAAA.txt,0.23076923076923078,C1CN(C(=S)N1)C(=S)N
NCCn1nc(O)ccc1=O,19798159,155.157,-1.092,AAAA.txt,0.23076923076923078,C1=C(N=C(NC1=O)N)O
Cn1c(O)c(CCN)cnc1=O,100113508,169.184,-1.013,AAAA.txt,0.23684210526315788,CC1=CC=C(C=C1)CCN
CNC(=O)[C@H]1COCCN1,78737677,144.174,-1.279,AAAA.txt,0.22916666666666666,CNC(=O)OC1=CC=CC=C1C2OCCO2
O=C1O[C@@H]2[C@@H](O)[C@@H](O)O[C@@H]2[C@@H]1O,3861734,176.124,-2.649,AAAA.txt,0.19047619047619047,C(C1[C@H]([C@H](C([C@H](O1)O[C@H]2[C@H](C([C@H](OC2CO)O)O)O)O)O)O)O
CNc1c(N)c(=O)n(C)c(=O)n1C,5353718,184.199,-1.292,AAAA.txt,0.2972972972972973,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
O[C@H]1CCNC[C@H]1O,6613557,117.148,-1.299,AAAA.txt,0.21428571428571427,C1C2C(CC(C1O)O)C(=O)NC2=O
O=C(CC(=O)NCCO)NCCO,1681182,190.199,-2.407,AAAA.txt,0.2222222222222222,CCCOC(=O)NCCCN(C)C.Cl
Cn1c(N)nc2c1c(=O)[nH]c(=O)n2C,16968521,195.182,-1.458,AAAA.txt,0.2702702702702703,CC1=NC(=NC(=O)N1)N
NC[C@H]1CC[C@H](C(N)=O)O1,75093305,144.174,-1.022,AAAA.txt,0.2647058823529412,C1C=CCC(C1C(=O)N)C(=O)O
CC(=O)[C@@H]1C(=O)CNC1=O,18085279,141.126,-1.11,AAAA.txt,0.2777777777777778,CCC(=O)C1C(=O)CC(CC1=O)C(=O)O
COC(=O)CC1(N)CS(=O)(=O)C1,213689762,193.224,-1.325,AAAA.txt,0.2857142857142857,CCCCCCCCCC(=O)OC
NCCNCCS(=O)(=O)O,38615690,168.218,-1.578,AAAA.txt,0.25,C(=O)(N)N.OS(=O)(=O)O
CC(=O)N[C@H](CO)C(N)=O,399491,146.146,-2.031,AAAA.txt,0.23076923076923078,C(C(=O)N)F
N[C@H](CO)c1nc[nH]n1,42040945,128.135,-1.203,AAAA.txt,0.21212121212121213,C1=NNC(=N1)N
CNC(=O)[C@@H](CCO)NC,3163300,146.19,-1.297,AAAA.txt,0.2682926829268293,CC(C(=O)NC)SCCSP(=O)(OC)OC
O=C1N[C@@H]2NC(=O)N([N+](=O)[O-])[C@H]2N1,4737253,187.115,-1.832,AAAA.txt,0.18518518518518517,[N+](=O)([O-])[O-].[Ag+]
NCCC(=O)N1CCNCC1,2528760,157.217,-1.233,AAAA.txt,0.2,C1=CC(=C(C(=C1)F)C(=O)N)F
CC(=O)NC(CO)CO,13357255,133.147,-1.524,AAAA.txt,0.24,CC(CO)OC
N[C@H]1CNC[C@H]1O,34449245,102.137,-1.722,AAAA.txt,0.21428571428571427,C1C2C(CC(C1O)O)C(=O)NC2=O
O=C(O)[C@H]1O[C@@H]1C(=O)O,1675961,132.071,-1.077,AAAA.txt,0.27586206896551724,CCN(C)C.C1CC2C(C(C1O2)C(=O)O)C(=O)O
NCCN1C(=O)C=CC1=O,2572342,140.142,-1.13,AAAA.txt,0.22580645161290322,C1=CC=C2C(=C1)C(=O)N(C2=O)CO
O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,4097542,194.139,-3.129,AAAA.txt,0.28125,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)O)C
O=S1(=O)NC[C@@H]2CNCCN21,584625529,177.229,-1.892,AAAA.txt,0.14893617021276595,CC(C)N1C(=O)C2=CC=CC=C2NS1(=O)=O
O=C(O)[C@H]1NCC[C@@H](O)[C@H]1O,34310089,161.157,-1.845,AAAA.txt,0.22857142857142856,C1CC(=C(C1O)C(=O)O)N
CNCC(=O)N(C)CC(=O)O,2561165,160.173,-1.251,AAAA.txt,0.25,CP(=O)(CCC(=O)O)O
O=C(O)[C@@H]1C[S@](=O)CCN1,13387634,163.198,-1.209,AAAA.txt,0.19444444444444445,C1C=CCC(C1C(=O)N)C(=O)O
O=C1N[C@@H]2[C@H](N1)NC(=O)N2[N+](=O)[O-],4737254,187.115,-1.832,AAAA.txt,0.18518518518518517,[N+](=O)([O-])[O-].[Ag+]
NC[C@@H]1CN2CCN1CC2,34751107,141.218,-1.055,AAAA.txt,0.13793103448275862,C1COCCN1CN2CCOCC2
C1CO[C@@H](c2nnn[nH]2)CN1,42191903,155.161,-1.139,AAAA.txt,0.15,CC1CNC(=S)N1
COC(=O)Cn1ncnn1,1107120,142.118,-1.154,AAAA.txt,0.2777777777777778,CCCCCCCCCC(=O)OC
Cn1nncc1S(N)(=O)=O,95946096,162.174,-1.538,AAAA.txt,0.24489795918367346,CCCN1C(=NC2=CC(=CC(=C21)N)S(=O)(=O)N)CC
O=C(O)C[C@H](O)[C@H](O)CO,32786028,150.13,-1.825,AAAA.txt,0.2727272727272727,C[C@@H](C(=O)O)O
O=C(O)[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O,4228259,194.139,-3.129,AAAA.txt,0.28125,CC(=C[C@@H]1[C@H](C1(C)C)C(=O)O)C
NC1(C(=O)O)CC(O)C1,72188001,131.131,-1.077,AAAA.txt,0.26666666666666666,C1C=CCC(C1C(=O)N)C(=O)O
O=C1CNC[C@H](C(=O)O)N1,38540696,144.13,-1.841,AAAA.txt,0.23684210526315788,CCC(=O)C1C(=O)CC(CC1=O)C(=O)O
O[C@@H]1CS[C@@H](O)[C@@H](O)[C@@H]1O,39593968,166.198,-1.866,AAAA.txt,0.21875,C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O
Cn1ncnc2c(=O)n(C)c(=O)nc1-2,342245,193.166,-1.626,AAAA.txt,0.2619047619047619,CN1C=NC2=C1C(=O)N(C(=O)N2C)C
CNC(=O)C1(N)COC1,585144672,130.147,-1.54,AAAA.txt,0.22727272727272727,CNC(=O)OC1=CC=CC=C1C2OCCO2
NCC(CN)(CN)CO,34370327,133.195,-2.159,AAAA.txt,0.17647058823529413,C(CCCCN)CCCN
O=C1C[S@@](=O)CCN1,40544505,133.172,-1.135,AAAA.txt,0.28,C1CNC(=O)NC1
COC(=O)CN1CCNCC1=O,19089424,172.184,-1.409,AAAA.txt,0.25,CCCCCCCCCC(=O)OC
CNC[C@H](NC(C)=O)C(=O)O,39058198,160.173,-1.205,AAAA.txt,0.2692307692307692,C[C@@H](C(=O)O)O
O=S1(=O)C[C@H]2NCCN[C@H]2C1,32496996,176.241,-1.655,AAAA.txt,0.17647058823529413,C1C2C(COS(=O)(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl
CN1C[C@H](O)[C@H](O)C1,86331804,117.148,-1.346,AAAA.txt,0.2777777777777778,CN1CCCC1
COC(=O)[C@@H]1NC[C@@H](O)[C@H]1O,201160924,161.157,-2.147,AAAA.txt,0.2,C1C2C(CC(C1O)O)C(=O)NC2=O
NC[C@]12COCCN1C(=O)COC2,584880254,186.211,-1.427,AAAA.txt,0.23529411764705882,C1COCCN1CN2CCOCC2
O=C1NCC2(COC2)N[C@@H]1CO,584883941,172.184,-2.164,AAAA.txt,0.23684210526315788,C1C2C(CC(C1O)O)C(=O)NC2=O
Nn1ccnn1,5778133,84.082,-1.008,AAAA.txt,0.15,C1=CC(=NC=C1CN2C=CN=C2N)Cl
NC[C@]1(O)CCS(=O)(=O)C1,62963224,165.214,-1.505,AAAA.txt,0.17073170731707318,CC1=C(S(=O)(=O)CCO1)C(=O)N
OC[C@@H]1C[C@H](O)[C@@H](O)[C@@H](O)O1,5851312,164.157,-2.192,AAAA.txt,0.2894736842105263,C(C1[C@H]([C@H](C([C@H](O1)O[C@H]2[C@H](C([C@H](OC2CO)O)O)O)O)O)O)O
OC[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,5178945,182.172,-3.585,AAAA.txt,0.25,CC(CO)OC
C[C@H]1O[C@H](O)[C@@H](O)C[C@@H]1O,6488820,148.158,-1.165,AAAA.txt,0.23809523809523808,CC1OC(OC(OC(O1)C)C)C
Cn1cc(C(N)=S)c(=O)[nH]c1=O,36379754,185.208,-1.292,AAAA.txt,0.25,CN1C=C(C(=N1)C(F)(F)F)C(=O)N
C[C@@H](N)C(=O)N[C@@H](CO)C(=O)O,1575550,176.172,-2.105,AAAA.txt,0.2962962962962963,C[C@@H](C(=O)O)O
Nc1ncc(S(N)(=O)=O)cn1,44832004,174.185,-1.294,AAAA.txt,0.27586206896551724,C1=CC(=CC=C1N)S(=O)(=O)O
CN(C)S(=O)(=O)CC1(O)COC1,1772716791,195.24,-1.361,AAAA.txt,0.25,CN(C)S(=O)(=O)N
NC(=O)[C@@H]1CCC(=O)NC1,39064132,142.158,-1.002,AAAA.txt,0.25,C1CC(=C(C1O)C(=O)O)NC(=O)N
O[C@@H]1C[C@H](O)[C@H](O)CO1,164946,134.131,-1.553,AAAA.txt,0.25925925925925924,C1C2C(CC(C1O)O)C(=O)NC2=O
CS(=O)(=O)N1CC(CN)(CO)C1,141366579,194.256,-1.801,AAAA.txt,0.18181818181818182,C(O)[P+](CO)(CO)CO.C(O)[P+](CO)(CO)CO.[O-]S(=O)(=O)[O-]
CCOC(=O)[C@H](N)CS(C)(=O)=O,1951377937,195.24,-1.079,AAAA.txt,0.27906976744186046,CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
N[C@@H](CO)C1(O)CC1,1952382228,117.148,-1.169,AAAA.txt,0.19230769230769232,CC(CO)OC
Cn1nncc1C1(O)CNC1,127972776,154.173,-1.394,AAAA.txt,0.2,CC1(CC/C(=C/C2=CC=C(C=C2)Cl)/C1(CN3C=NC=N3)O)C
NC(=O)[C@@]1(N2CCNCC2)CCOC1,70992704,199.254,-1.464,AAAA.txt,0.18181818181818182,C1CN(C(=S)N1)C(=S)N
CO[C@@H]1O[C@H]2[C@H](O)C(=O)O[C@H]2[C@@H]1O,5669969,190.151,-1.995,AAAA.txt,0.1774193548387097,COC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O
O=P(O)(O)OC[C@@H](O)CO,3830895,172.073,-1.551,AAAA.txt,0.2692307692307692,C(CP(=O)(O)O)O
NC1(C(=O)O)CNC1,34437010,116.12,-1.628,AAAA.txt,0.24,C1CCC(=C(C1)C(=O)O)C(=O)O
O[C@H]1[C@H](O)[C@H]2CO[C@H](O2)[C@H]1O,14987360,162.141,-2.176,AAAA.txt,0.2727272727272727,C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O
COC[C@@H](O)CS(=O)(=O)O,85210737,170.186,-1.119,AAAA.txt,0.2916666666666667,CC1=CSC(=C1N(C(C)COC)C(=O)CS(=O)(=O)O)C
COC(=O)N1CCNS1(=O)=O,95936154,180.185,-1.097,AAAA.txt,0.1951219512195122,CNC(=O)CSP(=O)(OC)OC
CN1[C@H](CN)CCS1(=O)=O,238337403,164.23,-1.021,AAAA.txt,0.17857142857142858,CN1CCCC1
O[C@@H]1[C@@H](O)[C@H](O)C=C[C@H]1O,13551284,146.142,-2.0,AAAA.txt,0.17857142857142858,C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O
O=C(O)[C@@H]1Cn2cnnc2CN1,575468482,168.156,-1.166,AAAA.txt,0.20454545454545456,C1=NN(C=N1)CC(=O)O
COC(=O)[C@@H]1NCCNC1=O,39115013,158.157,-1.753,AAAA.txt,0.2222222222222222,C1C2C(CC(C1O)O)C(=O)NC2=O
NS(=O)(=O)CCn1ccnn1,307416798,176.201,-1.433,AAAA.txt,0.20454545454545456,CCS(=O)(=O)C1=C(N=CC=C1)S(=O)(=O)N
NC(=O)N1CCNCC1,1556606,129.163,-1.03,AAAA.txt,0.2631578947368421,C(=O)(N)N
O=C1N[C@H]2CNC[C@H]1COC2,238652790,156.185,-1.279,AAAA.txt,0.2,C1C=CCC2C1C(=O)NC2=O
CN1C(=O)C[C@@H](CN)C1=O,88604426,142.158,-1.05,AAAA.txt,0.25,CN1CCCC1=O
O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO,1532049,180.156,-3.377,AAAA.txt,0.23529411764705882,CCC(C(C)CC(C)C(=O)CC)O
NC(=O)[C@@]1(O)CCNC1,96034625,130.147,-1.804,AAAA.txt,0.22727272727272727,C(=O)(N)N
N=C(N)NC[C@H](N)C(=O)O,2384694,146.15,-2.119,AAAA.txt,0.2894736842105263,C1=NN(C=N1)CC(C(=O)O)N
CS(=O)(=O)[C@@H]1COC[C@H]1N,1857783128,165.214,-1.243,AAAA.txt,0.2,CC1CO1
C[C@@H](O)[C@H]1CNCCN1,39095763,130.191,-1.071,AAAA.txt,0.22727272727272727,CC(C)O
OC1CN(C2CNC2)C1,72267087,128.175,-1.365,AAAA.txt,0.16129032258064516,CC1CNC(=S)N1
N[C@H](Cc1c[nH]c(=O)[nH]1)C(=O)O,6090927,171.156,-1.343,AAAA.txt,0.27906976744186046,C1=NN(C=N1)CC(C(=O)O)N
NC(=O)NC1CNC1,85256253,115.136,-1.374,AAAA.txt,0.28,C(=O)(N)NC(=O)O
NCCN1CCNCC1=O,34628354,143.19,-1.623,AAAA.txt,0.275,CCCCCCCCN1CCCC1=O
N=C(N)NCCC[C@@H](N)C(N)=O,2020171,173.22,-1.938,AAAA.txt,0.21951219512195122,CP(=O)(CCC(C(=O)[O-])N)[O-].[NH4+].[NH4+]
Cc1[nH]c(=O)[nH]c(=O)c1CC(=O)O,182957,184.151,-1.001,AAAA.txt,0.2692307692307692,C1(=O)NC(=O)NC(=O)N1
COc1nc(C2CNC2)nc(=N)[nH]1,1857787391,181.199,-1.02,AAAA.txt,0.21568627450980393,COC(=O)C1=C(C(=NC(=N1)C2CC2)N)Cl
CCN1CCN(S(N)(=O)=O)CC1,36924176,193.272,-1.173,AAAA.txt,0.24,CN(C)S(=O)(=O)N
O=S1(=O)CCNC[C@@H]1CO,211497613,165.214,-1.635,AAAA.txt,0.14705882352941177,C(N1C2C(N(C1=O)CO)N(C(=O)N2CO)CO)O
NCCN1CCS(=O)(=O)CC1,21983469,178.257,-1.325,AAAA.txt,0.20833333333333334,C(C[O-])N.C(C[O-])N.[Cu+2]
N[C@@H]1C[C@H](CO)[C@@H](O)[C@H]1O,2389432,147.174,-1.952,AAAA.txt,0.2,C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O
NC(=O)Cn1cc(N)ccc1=O,19404022,167.168,-1.084,AAAA.txt,0.2571428571428571,C1=CC(=CC=C1N)S(=O)(=O)O
COC(=O)[C@H]1C[C@H](O)CN1,53993790,145.158,-1.118,AAAA.txt,0.21951219512195122,CC1CC(CCC1C(=O)OC(C)(C)C)Cl
C[C@@H]1[C@H](C(=O)O)[C@@H](O)C(=O)N1C,669371564,173.168,-1.091,AAAA.txt,0.23076923076923078,CCC(=O)C1C(=O)CC(CC1=O)C(=O)O
NC12CC(C1)C(=O)NC2=O,1857787463,140.142,-1.25,AAAA.txt,0.27586206896551724,C1C=CCC2C1C(=O)NC2=O
C[C@@H]1NC(=O)[C@H](CO)N(C)C1=O,3131432,172.184,-1.676,AAAA.txt,0.23529411764705882,C(N1C2C(N(C1=O)CO)N(C(=O)N2CO)CO)O
C[C@H](O)CNCCO,1556607,119.164,-1.051,AAAA.txt,0.2916666666666667,C[N+](C)(C)CCO.[Cl-]
CN(C)C(=O)[C@H]1C[C@H](O)CN1,20434468,158.201,-1.203,AAAA.txt,0.2,C1C2C(CC(C1O)O)C(=O)NC2=O
O=C1NS(=O)(=O)[C@@H]2CCCN[C@H]12,306575900,190.224,-1.433,AAAA.txt,0.21875,C1CNC(=O)NC1
NC(=O)CN1C[C@@H](O)CC1=O,3792328,158.157,-1.935,AAAA.txt,0.23333333333333334,C(C(=O)N)F
Cn1c(=O)[nH]cc(C(=O)O)c1=O,1708314,170.124,-1.228,AAAA.txt,0.2558139534883721,C1=C(C(=O)C(=C(N1)C(=O)O)Cl)C(F)(F)F
OC[C@@H]1NC[C@@H]2CNC[C@H]21,197586711,142.202,-1.214,AAAA.txt,0.14285714285714285,CC1CNC(=S)N1
NC(=O)CN1CCNCC1=O,97922857,157.173,-2.097,AAAA.txt,0.22580645161290322,C(C(=O)N)F
O=C(O)[C@H]1NCCNC1=O,15442541,144.13,-1.841,AAAA.txt,0.25,C1CNC(=O)NC1
O=C1CNC(=O)[C@H](Cc2c[nH]cn2)N1,4899714,194.194,-1.433,AAAA.txt,0.19047619047619047,C1C=CCC2C1C(=O)NC2=O
NCC1CN(C(N)=O)C1,84987079,129.163,-1.044,AAAA.txt,0.24,C(C(=O)N)F
NCCN(CCN)N(O)N=O,3870869,163.181,-1.507,AAAA.txt,0.2222222222222222,CN(CCCN)CCCN
COC(=O)[C@@H]1CNCCN1,38201999,144.174,-1.279,AAAA.txt,0.19047619047619047,CC1CC(CCC1C(=O)OC(C)(C)C)Cl
CN1CC(=O)N=C1N,967189,113.12,-1.227,AAAA.txt,0.27586206896551724,CN1CCCC1=O
O=C1C[C@@](O)(C(=O)O)C[C@@H](O)[C@@H]1O,4095505,190.151,-2.113,AAAA.txt,0.2647058823529412,C1C2C(CC(C1O)O)C(=O)NC2=O
O=C1NC[C@H](CO)N1,59636943,116.12,-1.34,AAAA.txt,0.25925925925925924,C1CNC(=O)NC1
C[C@H](O)[C@@H]1NC(=O)NC1=O,32627962,144.13,-1.425,AAAA.txt,0.2903225806451613,C1C2C(CC(C1O)O)C(=O)NC2=O
NC(=O)[C@H]1NCC[C@@H]1O,39094903,130.147,-1.806,AAAA.txt,0.24242424242424243,C1C=CCC(C1C(=O)N)C(=O)O
CN1C(=O)C(=O)N(CC(=O)O)C1=O,22150310,186.123,-1.508,AAAA.txt,0.25,C1=NN(C=N1)CC(=O)O
OC[C@@H]1NC[C@H]2CNC[C@H]21,197586702,142.202,-1.214,AAAA.txt,0.14285714285714285,CC1CNC(=S)N1
N[C@]1(C(=O)O)CCCS(=O)(=O)C1,68939483,193.224,-1.023,AAAA.txt,0.22580645161290322,C1CCC(=C(C1)C(=O)O)C(=O)O
O=C(O)[C@H]1C(=CCO)O[C@@H]2CC(=O)N21,1857524328,199.162,-1.096,AAAA.txt,0.2391304347826087,CCC(=O)C1C(=O)CC(CC1=O)C(=O)O
O=S1(=O)CC[C@@H](NCCO)C1,3865780,179.241,-1.245,AAAA.txt,0.15555555555555556,C1CCC(C1)NC(=O)NC2=CC=CC=C2
N[C@@H](CO)C1COC1,107395547,117.148,-1.048,AAAA.txt,0.2,C1[C@H]([C@@H]([C@@H](C(O1)(CO)O)O)O)O
CN1C(=O)[C@H]2CNCCN2C1=O,72314732,169.184,-1.148,AAAA.txt,0.2222222222222222,CN1CCCC1=O
